EMPLOYEE_ID,EMPLOYEE_NAME,DESIGNATION,DEPARTMENT,EMAIL,PHONE,REGION,COUNTRY,JOIN_DATE,STATUS,PROFILE_IMAGE,DISPLAY_COLOR,OLD_EMPLOYEE_CODE,LEGACY_EMPLOYEE_ID,EXPORT_FLAG,CACHE_KEY,TEMP_FLAG,ICON_NAME,REPORT_GROUP,MIGRATION_BATCH
EMP00752,Anjali Joshi,Manager,Sales,anjali.joshi@hoj.com,+918560899210,Americas,India,2021-11-21,ON_LEAVE,emp_752.jpg,#FF6B6B,OLD752,752,0,emp_752,1,user_icon,GROUP3,BATCH_2021
EMP00753,Deepika Nair,Store Manager,Customer Service,deepika.nair@hoj.com,+917287813684,Middle East,USA,2024-07-17,INACTIVE,emp_753.jpg,#4ECDC4,OLD753,753,0,emp_753,0,user_icon,GROUP1,BATCH_2024
EMP00754,Anjali Desai,Director,Sales,anjali.desai@hoj.com,+917920703122,Asia-South,UK,2024-08-09,ON_LEAVE,emp_754.jpg,#45B7D1,OLD754,754,1,emp_754,0,user_icon,GROUP4,BATCH_2025
EMP00755,Anjali Desai,Store Manager,Operations,anjali.desai@hoj.com,+917307662816,Middle East,UK,2021-07-06,ON_LEAVE,emp_755.jpg,#FF6B6B,OLD755,755,1,emp_755,0,user_icon,GROUP7,BATCH_2023
EMP00756,Deepika Kumar,Analyst,Operations,deepika.kumar@hoj.com,+918064336907,Asia-South,Singapore,2022-10-12,ON_LEAVE,emp_756.jpg,#4ECDC4,OLD756,756,1,emp_756,1,user_icon,GROUP6,BATCH_2024
EMP00757,Neha Sharma,Analyst,Inventory,neha.sharma@hoj.com,+918411077825,Middle East,USA,2025-03-13,ACTIVE,emp_757.jpg,#45B7D1,OLD757,757,1,emp_757,1,user_icon,GROUP3,BATCH_2023
EMP00758,Neha Joshi,Coordinator,Finance,neha.joshi@hoj.com,+918826414896,Asia-East,Australia,2023-04-09,ON_LEAVE,emp_758.jpg,#FF6B6B,OLD758,758,0,emp_758,0,user_icon,GROUP9,BATCH_2023
EMP00759,Amit Sharma,Manager,Customer Service,amit.sharma@hoj.com,+917175665129,Middle East,USA,2024-10-27,INACTIVE,emp_759.jpg,#4ECDC4,OLD759,759,1,emp_759,0,user_icon,GROUP6,BATCH_2024
EMP00760,Priya Joshi,Assistant,Finance,priya.joshi@hoj.com,+918270832140,Asia-East,UK,2023-09-15,ON_LEAVE,emp_760.jpg,#45B7D1,OLD760,760,1,emp_760,1,user_icon,GROUP4,BATCH_2023
EMP00761,Sneha Nair,Assistant,HR,sneha.nair@hoj.com,+916702396527,Asia-East,UAE,2026-01-06,INACTIVE,emp_761.jpg,#FF6B6B,OLD761,761,0,emp_761,1,user_icon,GROUP5,BATCH_2023
EMP00762,Mohit Desai,Director,HR,mohit.desai@hoj.com,+919472530660,Asia-East,UAE,2025-07-01,ACTIVE,emp_762.jpg,#45B7D1,OLD762,762,1,emp_762,0,user_icon,GROUP4,BATCH_2022
EMP00763,Amit Singh,Analyst,Inventory,amit.singh@hoj.com,+918075969743,Asia-East,Australia,2020-08-16,ACTIVE,emp_763.jpg,#45B7D1,OLD763,763,0,emp_763,0,user_icon,GROUP7,BATCH_2021
EMP00764,Anjali Nair,Coordinator,Finance,anjali.nair@hoj.com,+918483882174,Asia-South,UAE,2022-03-06,ACTIVE,emp_764.jpg,#FF6B6B,OLD764,764,1,emp_764,0,user_icon,GROUP6,BATCH_2022
EMP00765,Mohit Singh,Executive,HR,mohit.singh@hoj.com,+916524128296,Asia-South,UK,2024-10-29,ACTIVE,emp_765.jpg,#45B7D1,OLD765,765,1,emp_765,1,user_icon,GROUP5,BATCH_2024
EMP00766,Anjali Reddy,Director,Operations,anjali.reddy@hoj.com,+916728629794,Middle East,Australia,2024-07-15,ON_LEAVE,emp_766.jpg,#45B7D1,OLD766,766,1,emp_766,0,user_icon,GROUP2,BATCH_2021
EMP00767,Neha Kumar,Executive,Sales,neha.kumar@hoj.com,+918407096965,Americas,UK,2023-02-26,ACTIVE,emp_767.jpg,#45B7D1,OLD767,767,1,emp_767,1,user_icon,GROUP5,BATCH_2022
EMP00768,Neha Desai,Analyst,Finance,neha.desai@hoj.com,+919042878741,Europe,USA,2022-10-02,ACTIVE,emp_768.jpg,#FF6B6B,OLD768,768,0,emp_768,0,user_icon,GROUP9,BATCH_2021
EMP00769,Mohit Joshi,Supervisor,Customer Service,mohit.joshi@hoj.com,+917408155210,Asia-East,UK,2021-12-15,ACTIVE,emp_769.jpg,#4ECDC4,OLD769,769,0,emp_769,0,user_icon,GROUP4,BATCH_2024
EMP00770,Arjun Reddy,Executive,Customer Service,arjun.reddy@hoj.com,+916859816363,Americas,UK,2025-09-25,ACTIVE,emp_770.jpg,#4ECDC4,OLD770,770,0,emp_770,1,user_icon,GROUP2,BATCH_2021
EMP00771,Amit Kumar,Analyst,Inventory,amit.kumar@hoj.com,+919296866972,Europe,Singapore,2023-09-29,INACTIVE,emp_771.jpg,#4ECDC4,OLD771,771,0,emp_771,1,user_icon,GROUP5,BATCH_2023
EMP00772,"Deepika Joshi,extra",Coordinator,Inventory,deepika.joshi@hoj.com,+916541545431,Asia-South,Australia,2020-07-18,ON_LEAVE,emp_772.jpg,#4ECDC4,OLD772,772,0,emp_772,1,user_icon,GROUP10,BATCH_2021
EMP00773,Arjun Verma,Director,Customer Service,arjun.verma@hoj.com,+919897629315,Middle East,USA,2022-01-19,ACTIVE,emp_773.jpg,#4ECDC4,OLD773,773,0,emp_773,1,user_icon,GROUP4,BATCH_2023
EMP00774,Vikram Desai,Assistant,IT,vikram.desai@hoj.com,+918052279042,Asia-East,India,2024-07-03,ON_LEAVE,emp_774.jpg,#4ECDC4,OLD774,774,1,emp_774,0,user_icon,GROUP3,BATCH_2023
EMP00775,Anjali Verma,Coordinator,Sales,anjali.verma@hoj.com,+916782669288,Middle East,India,2026-03-16,ACTIVE,emp_775.jpg,#4ECDC4,OLD775,775,0,emp_775,1,user_icon,GROUP1,BATCH_2024
EMP00776,Vikram Nair,Coordinator,Inventory,vikram.nair@hoj.com,+918329782761,Europe,UK,2026-03-08,ON_LEAVE,emp_776.jpg,#45B7D1,OLD776,776,1,emp_776,1,user_icon,GROUP2,BATCH_2021
EMP00777,Neha Reddy,Director,Customer Service,neha.reddy@hoj.com,+917562632716,Americas,USA,2025-05-16,INACTIVE,emp_777.jpg,#4ECDC4,OLD777,777,1,emp_777,0,user_icon,GROUP9,BATCH_2025
EMP00778,Amit Gupta,Manager,Operations,amit.gupta@hoj.com,+917993135727,Asia-South,India,2025-02-10,ACTIVE,emp_778.jpg,#45B7D1,OLD778,778,1,emp_778,1,user_icon,GROUP4,BATCH_2025
EMP00779,Deepika Gupta,Supervisor,Customer Service,,+917889530002,Asia-East,Singapore,2021-05-15,INACTIVE,emp_779.jpg,#4ECDC4,OLD779,779,0,emp_779,0,user_icon,GROUP5,BATCH_2021
EMP00780,Anjali Singh,Director,Operations,anjali.singh@hoj.com,+917421219356,Europe,Australia,2021-12-16,INACTIVE,emp_780.jpg,#4ECDC4,OLD780,780,0,emp_780,0,user_icon,GROUP4,BATCH_2026
EMP00781,Priya Joshi,Supervisor,Sales,priya.joshi@hoj.com,+918150277735,Americas,India,2023-06-29,INACTIVE,emp_781.jpg,#4ECDC4,OLD781,781,1,emp_781,0,user_icon,GROUP9,BATCH_2022
EMP00782,Deepika Sharma,Store Manager,Finance,deepika.sharma@hoj.com,+916099586862,Asia-East,Australia,2021-06-20,INACTIVE,emp_782.jpg,#FF6B6B,OLD782,782,0,emp_782,0,user_icon,GROUP9,BATCH_2021
EMP00783,Anjali Kumar,Assistant,HR,anjali.kumar@hoj.com,+919645194263,Asia-South,India,2024-07-27,INACTIVE,emp_783.jpg,#FF6B6B,OLD783,783,0,emp_783,1,user_icon,GROUP6,BATCH_2023
EMP00784,Vikram Gupta,Director,HR,vikram.gupta@hoj.com,+919326698158,Europe,Singapore,2023-11-16,ON_LEAVE,emp_784.jpg,#4ECDC4,OLD784,784,0,emp_784,0,user_icon,GROUP5,BATCH_2021
EMP00785,Deepika Reddy,Store Manager,HR,,+919766257650,Americas,UK,2022-10-31,ON_LEAVE,emp_785.jpg,#FF6B6B,OLD785,785,1,emp_785,0,user_icon,GROUP1,BATCH_2021
EMP00786,Priya Verma,Store Manager,IT,priya.verma@hoj.com,+918491292988,Asia-East,UK,2023-10-25,ON_LEAVE,emp_786.jpg,#45B7D1,OLD786,786,0,emp_786,0,user_icon,GROUP1,BATCH_2025
EMP00787,Arjun Gupta,Store Manager,Sales,arjun.gupta@hoj.com,+917313904358,Americas,USA,2024-03-23,INACTIVE,emp_787.jpg,#4ECDC4,OLD787,787,0,emp_787,0,user_icon,GROUP4,BATCH_2025
EMP00788,Mohit Gupta,Analyst,HR,mohit.gupta@hoj.com,+918637904738,Americas,UAE,2025-01-26,INACTIVE,emp_788.jpg,#45B7D1,OLD788,788,0,emp_788,1,user_icon,GROUP7,BATCH_2023
EMP00789,Deepika Singh,Executive,IT,deepika.singh@hoj.com,+919967733144,Middle East,UAE,2020-08-13,ACTIVE,emp_789.jpg,#45B7D1,OLD789,789,1,emp_789,1,user_icon,GROUP10,BATCH_2023
EMP00790,Rajesh Singh ,Assistant,Sales,rajesh.singh@hoj.com,+916438970127,Americas,Australia,2023-08-14,INACTIVE,emp_790.jpg,#45B7D1,OLD790,790,0,emp_790,1,user_icon,GROUP3,BATCH_2024
EMP00791,"Vikram Gupta,extra",Assistant,Finance,vikram.gupta@hoj.com,+916102080421,Middle East,UAE,2022-02-07,ACTIVE,emp_791.jpg,#FF6B6B,OLD791,791,1,emp_791,1,user_icon,GROUP9,BATCH_2021
EMP00792,Neha Kumar,Analyst,Operations,neha.kumar@hoj.com,+919469810833,Asia-East,Australia,2025-09-28,INACTIVE,emp_792.jpg,#45B7D1,OLD792,792,0,emp_792,0,user_icon,GROUP10,BATCH_2021
EMP00793,Mohit Sharma,Coordinator,IT,mohit.sharma@hoj.com,+919521926531,Asia-South,UK,2020-09-18,INACTIVE,emp_793.jpg,#FF6B6B,OLD793,793,0,emp_793,0,user_icon,GROUP3,BATCH_2026
EMP00794,Priya Sharma,Manager,Finance,priya.sharma@hoj.com,+918380378737,Asia-South,UAE,2021-01-04,ON_LEAVE,emp_794.jpg,#FF6B6B,OLD794,794,0,emp_794,1,user_icon,GROUP3,BATCH_2021
EMP00795,Arjun Joshi,Supervisor,HR,,+917435351568,Asia-South,Australia,2025-02-09,ON_LEAVE,emp_795.jpg,#4ECDC4,OLD795,795,1,emp_795,0,user_icon,GROUP5,BATCH_2024
EMP00796,Mohit Gupta,Executive,Operations,mohit.gupta@hoj.com,+916277424589,Middle East,Australia,2020-06-23,ACTIVE,emp_796.jpg,#45B7D1,OLD796,796,1,emp_796,0,user_icon,GROUP1,BATCH_2022
EMP00797,Mohit Gupta,Executive,Inventory,mohit.gupta@hoj.com,+916399931695,Asia-South,UAE,2023-11-25,ON_LEAVE,emp_797.jpg,#FF6B6B,OLD797,797,0,emp_797,0,user_icon,GROUP7,BATCH_2021
EMP00798,Rajesh Desai,Store Manager,IT,rajesh.desai@hoj.com,+919480760812,Americas,UAE,2022-12-14,ON_LEAVE,emp_798.jpg,#45B7D1,OLD798,798,0,emp_798,1,user_icon,GROUP4,BATCH_2026
EMP00799,Priya Reddy,Assistant,Operations,priya.reddy@hoj.com,+916096854178,Asia-East,Australia,2023-12-11,ACTIVE,emp_799.jpg,#4ECDC4,OLD799,799,1,emp_799,1,user_icon,GROUP1,BATCH_2023
EMP00800,Anjali Desai,Store Manager,Finance,anjali.desai@hoj.com,+918248166437,Middle East,UK,2021-09-06,ACTIVE,emp_800.jpg,#4ECDC4,OLD800,800,0,emp_800,1,user_icon,GROUP4,BATCH_2025
EMP00801,Anjali Singh,Analyst,Sales,anjali.singh@hoj.com,+919827836116,Middle East,UAE,2021-03-06,ON_LEAVE,emp_801.jpg,#45B7D1,OLD801,801,1,emp_801,1,user_icon,GROUP2,BATCH_2023
EMP00802,Deepika Nair,Coordinator,Operations,deepika.nair@hoj.com,+916492779845,Americas,Australia,2022-11-07,ON_LEAVE,emp_802.jpg,#4ECDC4,OLD802,802,0,emp_802,1,user_icon,GROUP8,BATCH_2025
EMP00803,Vikram Nair,Executive,Finance,vikram.nair@hoj.com,+918192037189,Europe,Singapore,2023-02-09,ACTIVE,emp_803.jpg,#4ECDC4,OLD803,803,1,emp_803,0,user_icon,GROUP1,BATCH_2025
EMP00804,Amit Gupta,Analyst,IT,amit.gupta@hoj.com,+916712549438,Middle East,USA,2023-06-21,ACTIVE,emp_804.jpg,#4ECDC4,OLD804,804,0,emp_804,1,user_icon,GROUP7,BATCH_2021
EMP00805,Vikram Desai,Analyst,HR,vikram.desai@hoj.com,+917054679459,Middle East,Australia,2024-10-17,ACTIVE,emp_805.jpg,#45B7D1,OLD805,805,1,emp_805,0,user_icon,GROUP4,BATCH_2026
EMP00806,Deepika Nair,Executive,Operations,deepika.nair@hoj.com,+919556430296,Asia-East,USA,2025-01-08,ACTIVE,emp_806.jpg,#FF6B6B,OLD806,806,0,emp_806,1,user_icon,GROUP2,BATCH_2025
EMP00807,Arjun Joshi,Supervisor,HR,arjun.joshi@hoj.com,+917424642251,Asia-South,Australia,2026-01-15,ON_LEAVE,emp_807.jpg,#45B7D1,OLD807,807,1,emp_807,1,user_icon,GROUP7,BATCH_2026
EMP00808,Neha Kumar,Executive,Customer Service,neha.kumar@hoj.com,+917214491225,Asia-South,USA,2025-10-10,ON_LEAVE,emp_808.jpg,#45B7D1,OLD808,808,0,emp_808,1,user_icon,GROUP5,BATCH_2021
EMP00809,Amit Verma,Store Manager,HR,amit.verma@hoj.com,+917391697819,Asia-East,Singapore,2026-04-24,ACTIVE,emp_809.jpg,#FF6B6B,OLD809,809,1,emp_809,1,user_icon,GROUP2,BATCH_2023
EMP00810,Mohit Singh,Coordinator,Sales,mohit.singh@hoj.com,+916454121482,Americas,USA,2023-07-22,ACTIVE,emp_810.jpg,#FF6B6B,OLD810,810,0,emp_810,0,user_icon,GROUP6,BATCH_2026
EMP00811,Anjali Reddy,Assistant,Finance,anjali.reddy@hoj.com,+917774018955,Asia-East,USA,2021-09-01,ACTIVE,emp_811.jpg,#4ECDC4,OLD811,811,0,emp_811,0,user_icon,GROUP9,BATCH_2025
EMP00812,Amit Patel,Supervisor,Sales,amit.patel@hoj.com,+917377537307,Middle East,USA,2022-12-16,ON_LEAVE,emp_812.jpg,#FF6B6B,OLD812,812,0,emp_812,0,user_icon,GROUP8,BATCH_2025
EMP00813,Neha Verma,Director,Sales,neha.verma@hoj.com,+916448745891,Europe,India,2022-07-31,ACTIVE,emp_813.jpg,#FF6B6B,OLD813,813,0,emp_813,0,user_icon,GROUP3,BATCH_2026
EMP00814,Rajesh Sharma,Executive,Inventory,rajesh.sharma@hoj.com,+919819553798,Americas,India,2021-03-01,INACTIVE,emp_814.jpg,#4ECDC4,OLD814,814,0,emp_814,0,user_icon,GROUP9,BATCH_2021
EMP00815,Mohit Joshi,Manager,Customer Service,mohit.joshi@hoj.com,+916893245973,Asia-South,USA,2025-08-20,ON_LEAVE,emp_815.jpg,#45B7D1,OLD815,815,0,emp_815,1,user_icon,GROUP7,BATCH_2022
EMP00816,Rajesh Verma,Analyst,Sales,rajesh.verma@hoj.com,+919050031351,Asia-East,USA,2020-11-15,ON_LEAVE,emp_816.jpg,#4ECDC4,OLD816,816,1,emp_816,1,user_icon,GROUP1,BATCH_2025
EMP00817,Deepika Nair,Director,HR,deepika.nair@hoj.com,+916254799113,Middle East,USA,2021-01-05,ACTIVE,emp_817.jpg,#FF6B6B,OLD817,817,1,emp_817,1,user_icon,GROUP2,BATCH_2023
EMP00818,Deepika Sharma,Manager,Inventory,deepika.sharma@hoj.com,+917401037171,Asia-East,USA,2023-08-05,INACTIVE,emp_818.jpg,#4ECDC4,OLD818,818,1,emp_818,0,user_icon,GROUP9,BATCH_2026
EMP00819,Vikram Joshi,Coordinator,Operations,vikram.joshi@hoj.com,+919323731289,Americas,UAE,2022-09-16,ON_LEAVE,emp_819.jpg,#45B7D1,OLD819,819,0,emp_819,0,user_icon,GROUP9,BATCH_2026
EMP00820,Priya Gupta,Coordinator,Customer Service,priya.gupta@hoj.com,+916576151421,Americas,Australia,2022-07-28,ON_LEAVE,emp_820.jpg,#4ECDC4,OLD820,820,1,emp_820,0,user_icon,GROUP7,BATCH_2023
EMP00821,Rajesh Desai,Assistant,Inventory,rajesh.desai@hoj.com,+917191555896,Europe,UAE,2023-10-04,ACTIVE,emp_821.jpg,#45B7D1,OLD821,821,1,emp_821,1,user_icon,GROUP6,BATCH_2022
EMP00822,Neha Kumar,Supervisor,Customer Service,neha.kumar@hoj.com,+916629463456,Europe,Singapore,2022-11-08,INACTIVE,emp_822.jpg,#FF6B6B,OLD822,822,1,emp_822,1,user_icon,GROUP4,BATCH_2026
EMP00823,Sneha Kumar,Manager,IT,sneha.kumar@hoj.com,+919147521071,Middle East,Australia,2024-03-02,ACTIVE,emp_823.jpg,#FF6B6B,OLD823,823,0,emp_823,0,user_icon,GROUP6,BATCH_2024
EMP00824,Anjali Gupta,Manager,Customer Service,anjali.gupta@hoj.com,+916914796270,Middle East,Australia,2025-07-11,ACTIVE,emp_824.jpg,#4ECDC4,OLD824,824,1,emp_824,0,user_icon,GROUP8,BATCH_2021
EMP00825,Arjun Joshi,Manager,Inventory,arjun.joshi@hoj.com,+916716445526,Asia-East,India,2023-04-07,ON_LEAVE,emp_825.jpg,#FF6B6B,OLD825,825,1,emp_825,0,user_icon,GROUP1,BATCH_2021
EMP00826,Sneha Sharma,Store Manager,Finance,sneha.sharma@hoj.com,+916203690041,Asia-South,UK,2023-01-20,ACTIVE,emp_826.jpg,#45B7D1,OLD826,826,0,emp_826,1,user_icon,GROUP6,BATCH_2022
EMP00827,Rajesh Singh,Assistant,Customer Service,rajesh.singh@hoj.com,+919088301426,Americas,Singapore,2025-03-05,INACTIVE,emp_827.jpg,#4ECDC4,OLD827,827,1,emp_827,0,user_icon,GROUP9,BATCH_2026
EMP00828,Neha Singh,Executive,Operations,neha.singh@hoj.com,+916634279414,Asia-East,USA,2025-06-03,INACTIVE,emp_828.jpg,#4ECDC4,OLD828,828,1,emp_828,0,user_icon,GROUP5,BATCH_2021
EMP00829,Deepika Singh,Executive,IT,deepika.singh@hoj.com,+917222373296,Americas,UAE,2022-09-01,ACTIVE,emp_829.jpg,#45B7D1,OLD829,829,1,emp_829,1,user_icon,GROUP8,BATCH_2023
EMP00830,Arjun Verma,Coordinator,Sales,arjun.verma@hoj.com,+918097682947,Asia-South,UAE,2023-01-31,INACTIVE,emp_830.jpg,#45B7D1,OLD830,830,0,emp_830,0,user_icon,GROUP8,BATCH_2026
EMP00831,Arjun Desai,Supervisor,Finance,arjun.desai@hoj.com,+919179889891,Europe,UAE,2023-01-04,ON_LEAVE,emp_831.jpg,#4ECDC4,OLD831,831,0,emp_831,1,user_icon,GROUP1,BATCH_2021
EMP00832,Rajesh Verma,Supervisor,Finance,rajesh.verma@hoj.com,+918459673417,Asia-South,Australia,2021-11-23,INACTIVE,emp_832.jpg,#4ECDC4,OLD832,832,1,emp_832,0,user_icon,GROUP9,BATCH_2024
EMP00833,Anjali Desai,Assistant,Customer Service,anjali.desai@hoj.com,+918237425344,Asia-South,India,2024-04-08,INACTIVE,emp_833.jpg,#45B7D1,OLD833,833,0,emp_833,0,user_icon,GROUP5,BATCH_2022
EMP00834,Sneha Patel,Analyst,HR,sneha.patel@hoj.com,+919548083309,Asia-South,UK,2024-03-30,ON_LEAVE,emp_834.jpg,#45B7D1,OLD834,834,1,emp_834,0,user_icon,GROUP1,BATCH_2025
EMP00835,Vikram Patel,Director,Finance,vikram.patel@hoj.com,+917517166878,Asia-South,UK,2023-07-23,ON_LEAVE,emp_835.jpg,#45B7D1,OLD835,835,1,emp_835,1,user_icon,GROUP7,BATCH_2021
EMP00836,Deepika Reddy,Director,Sales,deepika.reddy@hoj.com,+918109144296,Middle East,India,2025-10-25,ACTIVE,emp_836.jpg,#4ECDC4,OLD836,836,1,emp_836,1,user_icon,GROUP5,BATCH_2023
EMP00837,Anjali Patel,Store Manager,Finance,anjali.patel@hoj.com,+918362442298,Middle East,USA,2024-06-20,INACTIVE,emp_837.jpg,#4ECDC4,OLD837,837,1,emp_837,1,user_icon,GROUP2,BATCH_2023
EMP00838,Arjun Patel,Assistant,Operations,arjun.patel@hoj.com,+919563104767,Middle East,India,2023-12-12,INACTIVE,emp_838.jpg,#FF6B6B,OLD838,838,1,emp_838,1,user_icon,GROUP8,BATCH_2023
EMP00839,Sneha Gupta,Assistant,Sales,sneha.gupta@hoj.com,+919802632339,Middle East,India,2023-12-27,INACTIVE,emp_839.jpg,#FF6B6B,OLD839,839,1,emp_839,1,user_icon,GROUP1,BATCH_2023
EMP00840,Sneha Sharma,Manager,Finance,sneha.sharma@hoj.com,+917982423554,Asia-East,Australia,2024-03-28,ACTIVE,emp_840.jpg,#45B7D1,OLD840,840,1,emp_840,1,user_icon,GROUP10,BATCH_2022
EMP00841,Rajesh Reddy,Store Manager,Inventory,rajesh.reddy@hoj.com,+916328445222,Americas,UK,2025-11-04,ON_LEAVE,emp_841.jpg,#FF6B6B,OLD841,841,0,emp_841,0,user_icon,GROUP1,BATCH_2025
EMP00842,Arjun Sharma,Executive,Sales,arjun.sharma@hoj.com,+919427012897,Middle East,UK,2025-01-03,INACTIVE,emp_842.jpg,#FF6B6B,OLD842,842,1,emp_842,1,user_icon,GROUP8,BATCH_2023
EMP00843,Priya Verma,Manager,Customer Service,priya.verma@hoj.com,+916399226057,Europe,Australia,2026-03-24,ON_LEAVE,emp_843.jpg,#FF6B6B,OLD843,843,0,emp_843,1,user_icon,GROUP6,BATCH_2024
EMP00844,Mohit Desai,Supervisor,Operations,mohit.desai@hoj.com,+917741516179,Americas,India,2022-01-02,ACTIVE,emp_844.jpg,#4ECDC4,OLD844,844,0,emp_844,1,user_icon,GROUP3,BATCH_2024
EMP00845,Priya Kumar,Coordinator,HR,priya.kumar@hoj.com,+918826066959,Americas,India,2021-01-08,ACTIVE,emp_845.jpg,#4ECDC4,OLD845,845,1,emp_845,1,user_icon,GROUP10,BATCH_2023
EMP00846,Amit Reddy,Manager,Customer Service,amit.reddy@hoj.com,+918431888467,Asia-South,Australia,2025-07-20,ON_LEAVE,emp_846.jpg,#45B7D1,OLD846,846,1,emp_846,0,user_icon,GROUP1,BATCH_2023
EMP00847,Deepika Kumar,Assistant,Finance,deepika.kumar@hoj.com,+918120813966,Europe,UK,2020-11-27,ACTIVE,emp_847.jpg,#FF6B6B,OLD847,847,1,emp_847,1,user_icon,GROUP7,BATCH_2022
EMP00848,Priya Nair,Assistant,Sales,priya.nair@hoj.com,+917534079632,Americas,UK,2023-06-02,ACTIVE,emp_848.jpg,#45B7D1,OLD848,848,0,emp_848,0,user_icon,GROUP1,BATCH_2021
EMP00849,Amit Kumar,Store Manager,HR,amit.kumar@hoj.com,+919495792966,Middle East,Australia,2022-06-01,ACTIVE,emp_849.jpg,#4ECDC4,OLD849,849,1,emp_849,1,user_icon,GROUP8,BATCH_2025
EMP00850,Anjali Desai,Assistant,IT,anjali.desai@hoj.com,+917378503153,Americas,Australia,2024-04-25,ON_LEAVE,emp_850.jpg,#45B7D1,OLD850,850,1,emp_850,0,user_icon,GROUP5,BATCH_2024
EMP00851,Vikram Kumar,Store Manager,HR,vikram.kumar@hoj.com,+916031500889,Europe,Australia,2025-10-21,ACTIVE,emp_851.jpg,#4ECDC4,OLD851,851,1,emp_851,0,user_icon,GROUP8,BATCH_2026
EMP00852,Arjun Kumar,Analyst,Finance,arjun.kumar@hoj.com,+918460955039,Asia-East,Singapore,2021-05-28,INACTIVE,emp_852.jpg,#4ECDC4,OLD852,852,0,emp_852,0,user_icon,GROUP5,BATCH_2025
EMP00853,Rajesh Desai,Analyst,IT,rajesh.desai@hoj.com,+916422093136,Europe,Singapore,2024-07-27,ON_LEAVE,emp_853.jpg,#FF6B6B,OLD853,853,1,emp_853,1,user_icon,GROUP7,BATCH_2023
EMP00854,Rajesh Joshi,Analyst,Sales,rajesh.joshi@hoj.com,+917916732739,Europe,India,2021-04-09,ACTIVE,emp_854.jpg,#FF6B6B,OLD854,854,1,emp_854,1,user_icon,GROUP6,BATCH_2022
EMP00855,Rajesh Desai,Executive,Sales,rajesh.desai@hoj.com,+918047495706,Americas,UK,2020-06-21,ON_LEAVE,emp_855.jpg,#FF6B6B,OLD855,855,0,emp_855,0,user_icon,GROUP1,BATCH_2021
EMP00856,Neha Reddy,Manager,IT,neha.reddy@hoj.com,+916122074572,Europe,USA,2022-06-16,INACTIVE,emp_856.jpg,#45B7D1,OLD856,856,0,emp_856,1,user_icon,GROUP4,BATCH_2023
EMP00857,Sneha Gupta,Supervisor,Sales,sneha.gupta@hoj.com,+919414960569,Asia-South,Australia,2022-08-15,ACTIVE,emp_857.jpg,#FF6B6B,OLD857,857,0,emp_857,0,user_icon,GROUP5,BATCH_2022
EMP00858,Neha Desai,Store Manager,Sales,neha.desai@hoj.com,+917120539436,Asia-East,India,2021-07-15,ACTIVE,emp_858.jpg,#FF6B6B,OLD858,858,1,emp_858,0,user_icon,GROUP8,BATCH_2024
EMP00859,Mohit Verma,Store Manager,Finance,mohit.verma@hoj.com,,Asia-South,UAE,2025-12-13,ON_LEAVE,emp_859.jpg,#45B7D1,OLD859,859,1,emp_859,1,user_icon,GROUP4,BATCH_2024
EMP00860,Mohit Singh,Executive,IT,mohit.singh@hoj.com,+916421211433,Asia-East,USA,2025-05-30,INACTIVE,emp_860.jpg,#45B7D1,OLD860,860,0,emp_860,0,user_icon,GROUP4,BATCH_2024
EMP00861,Anjali Desai,Store Manager,Customer Service,anjali.desai@hoj.com,+917198128725,Americas,Australia,2024-01-17,INACTIVE,emp_861.jpg,#FF6B6B,OLD861,861,0,emp_861,1,user_icon,GROUP2,BATCH_2023
EMP00862,Amit Singh,Store Manager,Inventory,amit.singh@hoj.com,,Americas,USA,2023-10-27,ON_LEAVE,emp_862.jpg,#FF6B6B,OLD862,862,1,emp_862,0,user_icon,GROUP7,BATCH_2021
EMP00863,Deepika Desai,Executive,HR,deepika.desai@hoj.com,+918473541565,Americas,India,2024-03-22,INACTIVE,emp_863.jpg,#45B7D1,OLD863,863,0,emp_863,1,user_icon,GROUP9,BATCH_2025
EMP00864,Neha Kumar,Assistant,HR,neha.kumar@hoj.com,+917081506218,Asia-East,Singapore,2025-09-02,ACTIVE,emp_864.jpg,#4ECDC4,OLD864,864,0,emp_864,0,user_icon,GROUP7,BATCH_2026
EMP00865,Deepika Patel,Store Manager,Sales,deepika.patel@hoj.com,+918812665294,Americas,UAE,2022-01-01,ON_LEAVE,emp_865.jpg,#4ECDC4,OLD865,865,0,emp_865,0,user_icon,GROUP2,BATCH_2026
EMP00866,Rajesh Kumar,Executive,HR,rajesh.kumar@hoj.com,+918508704881,Asia-South,UK,2021-04-30,ON_LEAVE,emp_866.jpg,#FF6B6B,OLD866,866,0,emp_866,1,user_icon,GROUP4,BATCH_2026
EMP00867,Sneha Singh,Analyst,Sales,sneha.singh@hoj.com,+916932220830,Europe,UAE,2020-08-17,ON_LEAVE,emp_867.jpg,#4ECDC4,OLD867,867,1,emp_867,0,user_icon,GROUP5,BATCH_2026
EMP00868,"Neha Reddy,extra",Supervisor,Sales,neha.reddy@hoj.com,+919913282377,Asia-South,Singapore,2023-06-01,INACTIVE,emp_868.jpg,#FF6B6B,OLD868,868,0,emp_868,1,user_icon,GROUP2,BATCH_2026
